label,mfcc_mean_1,mfcc_std_1,mfcc_mean_2,mfcc_std_2,mfcc_mean_3,mfcc_std_3,mfcc_mean_4,mfcc_std_4,mfcc_mean_5,mfcc_std_5,mfcc_mean_6,mfcc_std_6,mfcc_mean_7,mfcc_std_7,mfcc_mean_8,mfcc_std_8,mfcc_mean_9,mfcc_std_9,mfcc_mean_10,mfcc_std_10,mfcc_mean_11,mfcc_std_11,mfcc_mean_12,mfcc_std_12,mfcc_mean_13,mfcc_std_13,mfcc_mean_14,mfcc_std_14,mfcc_mean_15,mfcc_std_15,mfcc_mean_16,mfcc_std_16,mfcc_mean_17,mfcc_std_17,mfcc_mean_18,mfcc_std_18,mfcc_mean_19,mfcc_std_19,mfcc_mean_20,mfcc_std_20,mfcc_mean_21,mfcc_std_21,mfcc_mean_22,mfcc_std_22,mfcc_mean_23,mfcc_std_23,mfcc_mean_24,mfcc_std_24,mfcc_mean_25,mfcc_std_25,mfcc_mean_26,mfcc_std_26,mfcc_mean_27,mfcc_std_27,mfcc_mean_28,mfcc_std_28,mfcc_mean_29,mfcc_std_29,mfcc_mean_30,mfcc_std_30,mfcc_mean_31,mfcc_std_31,mfcc_mean_32,mfcc_std_32,mfcc_mean_33,mfcc_std_33,mfcc_mean_34,mfcc_std_34,mfcc_mean_35,mfcc_std_35,mfcc_mean_36,mfcc_std_36,mfcc_mean_37,mfcc_std_37,mfcc_mean_38,mfcc_std_38,mfcc_mean_39,mfcc_std_39,mfcc_mean_40,mfcc_std_40
Normal,-528.0663,27.886992,111.51723,12.003155,50.474167,9.613892,42.014908,6.6355658,33.31458,4.678027,27.513195,4.011346,21.68729,4.290559,17.54622,4.215372,15.5084915,4.4344807,13.398409,4.380003,11.4024105,4.1944933,9.9338665,4.516017,8.571847,4.10448,8.212602,4.2781577,7.867509,4.13151,7.1009817,3.2027075,6.05492,3.216856,5.205677,2.623247,4.394027,2.6732118,3.4580884,2.6419744,2.798803,2.9223838,1.856808,2.945361,1.7035744,2.6652687,2.416707,2.543993,3.299711,2.4336574,3.9126031,2.5063872,3.5849237,2.952441,3.2316737,2.9517384,2.8402839,2.6572666,2.3790228,2.600698,2.3020136,2.2695749,2.4446657,2.5402858,2.8896985,2.5189447,2.7134979,2.4470325,1.9766098,2.181115,1.9958304,2.419398,2.1610537,2.6881716,2.5040817,2.7758245,2.9536104,2.429486,2.8673458,2.2060366
Normal,-529.2904,32.070168,112.12455,11.993046,50.601826,10.202071,44.641937,7.5898566,32.84612,4.93648,27.000587,3.7472775,21.066677,3.3183155,17.682241,3.723,15.594303,4.3984146,13.940213,4.92706,11.455293,4.6873226,9.771963,4.5291076,8.142606,4.0020943,7.871046,3.5087001,7.5344725,3.3537543,5.909308,2.783878,5.8868732,3.4393704,5.981163,2.9622724,4.711599,2.852343,3.5772166,2.7100897,2.8752759,2.8508446,2.3441901,2.7965198,2.0230823,2.3534703,2.4478638,2.3946428,2.6387684,2.744386,2.7087505,2.3354223,3.0062964,2.7271702,3.367455,2.7673,3.0455503,2.5769422,2.5919185,2.3740819,1.8992362,2.6227357,2.4731996,2.4453733,3.1580408,2.5157506,2.7872052,2.6231284,2.1001592,2.5620856,2.065313,2.842065,2.4495668,2.552416,2.21597,2.4105165,2.5774267,2.3326938,2.948285,2.4485595
Normal,-519.30585,36.827106,116.15183,11.073687,55.425697,11.03709,44.919292,7.221627,33.111935,4.978289,26.6311,3.644905,22.347435,3.4749062,18.496881,3.152868,16.012264,3.7928052,11.822586,4.15804,8.993026,4.2502885,7.178873,4.928291,5.3538423,4.191216,5.528115,3.167889,6.739775,2.510651,6.6730995,2.372969,5.5559382,2.3598306,4.454291,2.1800296,3.6418965,2.5567286,2.4586425,2.330369,2.250739,2.608411,2.05586,1.7872131,1.978623,2.2037573,3.2530227,2.18234,3.0296738,2.4172757,2.7567744,2.401505,2.3819408,1.8583667,1.5601025,2.3235645,2.0557249,2.3493168,2.5342503,2.4638183,3.3300133,3.379737,3.283288,2.7811038,2.6827104,2.12508,2.8421576,2.0352578,2.3861876,2.586049,2.5922887,2.533562,2.3926528,1.8210686,2.7644868,2.6826403,3.4572082,2.5644135,2.6632676,2.3206244
Normal,-512.6045,15.905952,106.09842,9.351132,49.2307,7.588464,40.006447,4.7586894,32.73498,4.2919583,27.821583,4.0425773,25.21825,3.7039845,22.212795,3.055474,19.721786,2.9750786,16.869463,3.1236134,14.136402,3.3546815,11.728171,3.2836359,11.234995,3.1162326,10.206673,3.30931,8.854893,3.0063708,8.283955,2.8485277,7.3276744,2.8770118,6.419045,2.5694091,5.284016,2.627893,4.3045864,2.199171,3.7915385,2.5946689,3.485421,2.452688,2.987077,2.5665727,2.9400733,2.530671,2.8192782,2.639306,2.1794617,2.7044544,1.7432147,2.4252484,1.5965675,2.2799773,1.6597518,2.3479714,1.6329148,2.5911298,1.8616326,2.8463726,1.7006274,2.4677625,1.2647526,2.4752486,1.6518348,2.6540573,1.760691,2.255016,1.3797265,2.4365098,1.5260634,2.246202,1.97823,2.5329244,2.0918407,2.6420457,2.151047,2.576186
Wheeze,-494.894,26.171457,115.48833,15.3473015,60.555817,9.91199,42.357166,5.3560076,33.999104,5.3324156,26.512222,5.984942,24.119211,5.894179,22.23937,4.8835106,19.671917,4.3119745,16.022093,3.7697625,12.059545,4.4891024,9.96154,5.091988,9.751489,4.0968413,9.538557,3.0115187,8.49344,3.0054824,8.086165,3.1786869,7.5996504,3.0581686,5.8907475,2.7653494,4.1121545,3.2828376,2.7824643,3.466067,2.1240728,3.1202207,2.1024718,2.857722,2.1028602,2.631896,2.294437,2.7835398,2.494917,2.6755886,2.4078393,2.6610634,1.9754602,2.386675,1.3277321,2.5214715,0.8014492,2.9592884,0.40124476,2.8395765,0.47640795,2.6526432,0.77724886,2.717907,0.8721926,2.7205024,1.1505611,2.4463577,0.94792026,2.3069818,0.4889019,2.4448738,0.79074705,2.2233253,0.95701337,2.1859438,0.8453025,2.3098073,1.6015228,2.4781735
Normal,-498.2954,39.389805,114.336945,14.135429,55.521435,10.869475,41.82965,6.323327,33.52776,4.979011,26.590393,4.502692,23.178812,4.7981653,20.191187,4.2808824,18.192553,4.107198,15.339593,3.9802878,12.433234,4.770681,10.008662,5.148846,8.968496,4.48893,9.302448,3.8697505,9.27976,3.1807103,8.783523,2.882168,7.794331,2.7511077,6.2475643,2.702674,4.9906335,2.7890108,3.7051852,3.3522515,3.0401807,3.5830028,3.1737838,3.3571973,2.4924982,2.9116244,2.447764,2.231889,3.2634017,2.4166262,2.869774,3.0505097,1.8584603,2.8487403,1.7348871,2.592417,2.1403522,2.4858263,2.081379,2.506391,2.082019,2.9957473,2.0243983,3.21269,1.6723021,2.8557248,1.3532249,2.3141026,0.7649769,2.170263,0.5215445,2.2236674,1.1488862,1.9448869,1.6738724,2.0469623,1.7091488,2.421505,1.976741,2.698803
Normal,-491.90775,29.778727,99.442245,12.4025545,61.882023,10.560225,41.737988,5.754296,34.31456,3.973706,27.925817,4.0496926,22.90019,3.8418307,20.242764,3.5472288,17.867422,3.3615317,15.543436,3.3621025,13.52784,3.9872322,11.642559,4.470252,10.290922,4.0616283,9.627587,3.4326518,9.083751,3.1441755,8.423248,2.794836,7.7104373,2.675542,6.757012,2.6107879,5.5833845,2.4254508,4.538556,2.2945402,3.6255658,2.4040148,2.8904767,2.4212909,2.716303,2.4217017,2.9460652,2.3491821,2.8245904,2.1350348,2.2438838,2.5749917,1.8616885,2.739838,1.779755,2.1712186,1.4973841,2.221886,1.1571987,1.9095273,1.1845975,2.1856468,1.1579453,2.2680428,1.0111717,2.787747,1.2319586,3.0386581,1.5573622,2.5796456,1.5496975,2.527903,1.5008959,2.5860093,1.692086,2.582571,1.9220953,2.180846,1.8746774,2.0628974
Normal,-508.86755,11.515036,111.77903,10.9931135,54.272686,8.090972,42.915863,4.864712,34.17013,3.34193,27.45801,3.121115,24.11108,4.602093,21.054369,3.9568064,19.376263,3.5975502,16.329063,3.6843872,13.015679,3.879582,10.951799,4.092963,9.973276,3.770938,9.1663885,3.667754,8.763172,2.9597833,8.808461,2.544925,7.789142,3.0240405,6.5742164,2.655412,5.7932515,2.6245801,4.387256,2.7375474,3.5257099,3.01708,3.5581853,2.801588,2.86955,3.0848575,2.4529696,2.840667,2.5023274,2.6119726,2.267272,2.4157686,1.9417971,2.7611172,1.0758739,2.767906,0.77134174,2.853024,0.9278595,2.7198038,1.0099363,2.6439185,1.4535142,2.2819035,1.3203552,2.4930708,1.5749831,2.673812,2.1561596,2.5211935,2.0688176,2.545328,1.7318678,2.5599732,1.3197887,2.3284943,1.5673944,2.6714976,2.2369468,2.4532158
Normal,-498.3066,23.64859,117.92207,10.984896,56.654602,9.156693,44.123394,4.646974,32.86987,4.36129,25.892632,3.9036968,23.71692,3.8929498,21.447641,3.417686,19.255991,3.7715979,15.216039,3.6028638,11.484739,4.0694523,8.558918,4.4394855,6.542601,4.5578966,7.2956004,3.3016932,8.799912,3.0355875,9.404214,2.571867,8.5626135,2.1372426,6.2539496,2.6274612,4.201007,2.813394,2.6791668,2.9601789,1.5791427,2.421291,1.4006215,2.5931618,1.9188137,2.5635295,3.1658468,2.5128212,3.527059,2.4119577,2.1691175,2.0261152,1.609557,2.1444812,0.71740806,2.5757935,-0.34861654,2.5314913,0.535873,2.3578494,1.272594,1.9915121,1.5474693,2.2634153,1.7483048,2.109278,1.4958478,2.4719944,1.4206953,2.423561,1.0340648,2.1170928,0.9633748,2.7836463,1.4273162,3.1840086,1.3575618,2.4954093,1.6158837,2.2805252
Normal,-486.91278,42.707897,106.124275,28.49902,56.643276,16.575691,37.135414,5.732332,30.444166,9.226624,25.59183,8.420951,23.691296,5.7429953,22.165693,3.9717212,19.182486,3.513387,16.575603,3.8768883,14.206992,4.074005,12.160738,3.6399992,11.246836,3.5236979,11.175207,3.5421736,10.613151,3.5580506,9.251474,3.2809088,8.030291,2.7437112,7.3999968,2.9996006,6.3443003,2.1942084,4.8295436,2.294058,3.9145932,2.2562885,3.1629515,2.2677643,2.5760846,2.7157047,2.8436546,3.069261,3.3148293,2.66055,2.907647,1.8601983,2.3424003,2.0265749,1.9344769,1.7255132,1.4234222,2.121712,1.647845,2.199013,2.1794739,2.08798,1.8599346,1.927716,1.3693495,2.2754905,1.1395403,2.247254,1.1581299,1.8560232,1.7647893,2.2832398,2.4627783,2.8060076,2.5396285,2.5587103,1.6847289,2.1185243,1.131411,1.9638215
Normal,-488.65445,19.855549,98.01252,13.105203,61.896988,10.725821,40.828793,5.521941,33.000893,4.0729184,28.223175,3.8804767,24.115084,3.5597484,21.502472,3.7916539,19.147171,3.6812558,15.90852,3.2214503,12.382196,3.7190564,10.149595,4.5787587,9.575485,4.3910117,9.768496,3.4452546,9.88096,2.82708,9.539444,2.66907,8.579656,2.447724,7.0839095,2.544231,5.523364,2.4638164,4.697612,2.5000439,4.5085516,2.6533132,4.2100196,2.5578113,3.84802,2.3282824,3.5069587,2.3753085,2.9081547,2.4588904,2.0066457,2.5777764,1.3586918,2.5227494,1.3799567,2.822875,1.8975306,2.7331948,2.0484047,2.3198047,1.7665739,2.4188457,1.5379161,2.6180038,1.350805,2.5126698,1.3906951,2.504842,1.5991439,2.2070827,1.3014402,1.919343,0.8297383,2.0158064,1.1948786,2.3349113,1.7334591,2.3199604,1.8009071,2.1335418
Normal,-499.16772,24.662659,106.27965,11.545284,57.42303,9.882355,40.174175,5.2794027,34.2514,4.100845,27.512482,3.6101346,23.590553,3.6703386,21.061611,3.1939778,18.582605,2.95828,15.576799,3.05858,12.010719,3.89689,9.983669,4.4831758,9.760129,3.6331832,9.793048,3.0133848,9.56922,2.7652252,9.201595,2.1396377,7.9480324,2.5719695,6.278308,2.3818913,5.417545,2.3365357,4.6905694,2.6678512,3.4578636,3.0263503,2.808274,2.7151003,2.852346,2.2845685,2.8683918,2.5198932,2.679672,2.6017454,2.3887422,2.5127833,2.2449248,2.8962603,1.9296445,2.4571855,1.2883432,2.4972525,1.5873585,2.3638012,2.3216786,2.5700912,2.287719,2.60325,2.044969,2.5896153,1.5361673,2.2825696,1.0674137,2.4356408,1.4568485,2.409351,2.1310356,2.2021368,2.5303178,1.9217157,2.5489194,2.2508647,2.336322,2.5247002
Normal,-500.36115,23.272623,104.559944,11.882334,57.099323,9.118886,39.80487,4.6367173,33.934467,3.921528,27.80521,4.1050463,24.763205,4.326761,22.304668,4.0813003,18.997112,3.8733413,15.718531,3.3619373,12.769998,4.2689133,10.642051,5.203794,9.7954645,4.632101,9.993939,3.9638832,10.156914,3.1689785,9.8078785,2.7451708,8.629838,2.9301765,7.0095363,2.7684848,6.0031786,2.7096336,5.234995,2.8362873,4.2789087,2.9307516,3.5604131,2.8011305,3.0435238,2.5227354,2.9181323,2.7131941,3.1793005,2.5217228,3.1309345,2.5519621,2.450098,2.9193854,1.8527118,2.9329243,1.6852596,3.011749,1.5201571,2.5689547,1.3813044,2.377483,1.3253872,2.4625347,1.402886,2.4817448,1.5588847,2.4493492,1.2795897,2.5666099,1.0705526,2.5742464,1.3443726,2.261316,1.5633129,2.310734,1.8779222,2.4575841,2.1509094,2.2283504
Normal,-502.4009,17.290121,102.86682,13.255224,57.006554,9.996291,38.703175,5.8941803,32.67655,3.6769025,26.48297,3.2128115,23.05526,3.483349,20.797523,3.7317073,18.423422,3.4948778,16.11677,3.2577815,13.071614,4.052619,10.20052,4.5575156,8.861835,4.64802,8.925242,3.898309,9.307633,2.8024168,9.4797125,2.305147,9.04481,2.3961558,7.650468,2.5348403,5.806365,2.6154532,4.4755545,2.5466604,4.177666,2.9307125,4.259848,2.6300356,3.9970737,2.5945618,3.6600783,2.6773856,3.436096,2.2679675,3.0106022,2.4718199,2.4460478,2.3408933,2.2772622,2.8341482,2.0868733,2.5066164,1.627553,2.774543,1.7085545,2.7634556,2.2021804,2.7334077,2.0877097,2.5044153,1.5386597,2.5892584,1.312164,2.4306343,1.7647421,2.3043904,2.2597396,2.2029085,2.1665137,2.35646,1.7240767,2.048833,1.4745538,2.1866813
Normal,-504.45972,17.222757,103.97162,10.7602415,55.942802,8.75007,39.477448,5.333388,33.181694,3.9307394,26.447569,3.8263247,23.438702,3.988831,21.04753,4.282204,18.286425,4.0314474,15.244747,3.946064,12.28276,4.4318047,10.675988,4.6218495,9.530322,4.052895,8.785119,3.7722282,8.981673,3.701792,8.890682,2.8617175,7.818778,2.6822033,6.7545934,2.880171,5.8940616,2.7422793,5.115702,2.546272,4.563394,2.6465523,3.716181,2.6935842,3.1494992,2.7406218,3.4436803,2.7854896,3.3287249,2.5700486,2.658303,2.4487424,2.2998118,2.5713441,2.0963292,2.4544413,1.8766131,2.7773087,1.4009514,3.0350976,0.75004447,2.442281,1.1177137,2.156849,1.7336817,2.2341425,1.1887659,2.333539,0.9994876,2.5429382,1.4964736,2.4324903,1.4866698,2.3816233,1.6177756,2.1130273,1.9911822,2.2415895,1.8436418,2.322107
Normal,-465.3332,67.49372,112.099915,5.8382945,41.55672,9.386062,39.460888,9.0797205,28.014105,6.316994,24.156937,5.5196185,18.142338,3.5614154,18.15206,4.3833637,13.23068,3.5110333,12.578025,4.2626467,10.486662,2.7413077,9.526219,1.7704821,5.786606,1.897586,6.6316376,1.59723,6.779373,2.608081,7.1785507,3.3033514,5.290123,2.3385181,7.4118247,2.5601125,5.613985,1.7160332,6.092377,2.2883239,3.7339184,1.5132648,2.6676428,1.8243437,2.7404509,2.628789,3.225169,2.0081456,1.8195784,1.2544782,2.002864,2.059045,0.9909731,1.8974898,1.803456,1.6073455,1.697469,1.2528032,2.900606,2.616143,2.4124358,2.0345309,2.705975,0.6730139,1.1976036,1.3436311,2.7549176,2.703528,2.0326877,2.7194018,3.9411545,3.203974,3.7639298,2.040855,1.2575525,1.4943128,-0.5125948,2.793923,0.75252855,1.6915699
Normal,-476.17532,28.384367,115.00748,8.223392,43.961617,7.7576246,38.052208,5.1625533,25.418873,4.955956,23.448002,4.3616023,21.822449,3.1868901,22.328781,3.892289,20.93403,4.57087,20.586653,3.9842513,15.967452,3.3277903,11.875344,3.105098,9.017841,4.705392,6.607295,4.939915,4.789544,4.3807354,5.64571,3.2947154,6.953772,2.932407,7.0408087,3.527486,5.4911294,2.8334253,5.7030354,2.2378116,5.065586,2.3236418,3.4732642,3.4069746,3.2344162,2.8883035,4.008465,2.6421676,3.448971,3.2463865,4.6976776,2.362627,3.6857262,2.602644,2.5183537,3.0384762,0.8139473,2.7734122,0.17088309,2.5537798,-0.03340644,3.1182542,-0.071451634,3.2619095,1.1648685,2.4356964,1.6477537,3.184325,1.9314281,3.1000023,0.76610047,2.706999,0.5355683,2.265591,0.59614843,2.9247673,0.15209144,1.9955261,0.9799512,2.6895175
Wheeze,-454.82416,24.150076,138.22417,26.053055,59.931664,11.394289,29.167679,7.5610323,12.328452,12.158784,8.017584,11.057572,15.83748,7.1373086,22.23334,5.2543316,24.121872,4.9865828,20.298288,5.6759105,12.467686,6.221823,5.5622587,7.3784137,2.792445,7.243131,3.5359237,5.2057705,5.84586,4.2433963,6.789958,3.4070063,6.203603,3.8110857,5.668902,4.1142106,5.1651506,4.3028007,5.584086,3.169586,6.8932114,2.82662,7.4832315,3.5645027,6.347191,3.9146821,4.095847,3.600196,2.5500479,3.9019084,2.4117599,3.9605186,2.222956,3.754694,1.7280669,3.5523362,1.7515392,3.9526644,2.175701,3.5588186,1.9289844,2.9962277,0.7107687,2.6179743,-0.23031516,2.7291746,-0.3300211,2.7183697,-0.34132946,2.8471909,-0.28509945,2.5337796,0.31216496,2.9256048,1.2557204,2.885558,1.9883441,2.785384,2.6345193,2.8260832
Wheeze,-452.6723,26.510101,124.639244,25.174282,59.95655,12.070731,27.41285,6.305263,15.323161,10.81282,11.102635,9.520876,15.207038,5.899682,21.498318,5.1694937,23.217066,4.9562263,19.16723,4.158215,12.569452,5.5143337,7.2395344,6.5991406,4.729488,5.9628987,5.0305295,4.5119643,6.3360577,4.3450165,6.7811756,4.2231293,6.4072795,3.236203,5.856292,3.2954621,5.860066,2.6539817,6.474669,2.646197,6.9043207,4.01506,6.849446,4.1438613,5.7245116,3.768007,3.7306404,3.4459727,2.2437482,3.4799721,1.935781,3.3602574,1.958707,3.8143766,1.8232924,3.6383176,1.5745376,3.4920948,1.3276718,3.2604241,1.1201966,2.9020505,0.6703814,2.518289,-0.2116058,2.2377565,-0.54887813,2.5649006,0.14864737,2.5685117,0.618262,2.7126744,0.71810406,2.948752,1.6008786,3.0421407,2.6475394,2.9783537,3.0004265,2.7706482
Wheeze,-425.42636,30.419292,121.448906,27.740248,67.079994,12.039037,27.379326,9.489659,12.735951,12.602529,11.959609,11.313948,15.116211,7.080107,18.723978,6.768319,20.152433,7.0695343,17.597607,6.0195236,12.314663,6.7392783,7.563972,7.818935,5.4834967,8.163941,5.706713,7.599463,6.4724355,5.3939357,6.4173684,3.5972283,5.7130556,3.8998585,5.2842,3.6704402,5.5281687,3.4589565,6.334677,3.7746909,7.0487494,3.8754396,6.631377,3.733195,4.935175,4.003933,3.465897,4.121274,3.5434167,4.293301,4.231423,4.8111944,3.8361666,4.728753,2.215092,4.6496434,0.64625347,4.5230627,0.09862774,3.7275639,0.301021,2.8344784,0.21964909,2.8122132,-0.4272788,3.5859914,-0.83109933,3.36783,-0.4966095,2.7553766,0.26619813,2.997768,1.0237097,2.9525464,1.8654668,2.9323955,2.8994546,3.0422864,3.615461,3.140876
Wheeze,-450.79672,25.698563,115.66916,29.167253,61.681293,13.10804,26.832808,4.212517,14.284039,9.788789,10.961757,8.365798,13.01865,5.567711,17.639523,5.832811,19.882193,4.9229803,17.513895,3.5936794,11.83734,6.305373,6.2015905,7.799888,3.5205462,6.8933687,4.228241,5.310499,6.429477,4.027453,7.866222,3.5966945,7.7812257,3.691813,6.946678,3.8992312,6.5942388,3.898279,7.215274,3.192384,7.857524,2.634621,7.22339,3.3487654,5.4904485,4.0358486,4.026095,3.8318424,3.4563923,3.0339775,3.2096987,2.7475617,2.71754,3.2195647,2.1338706,3.5323415,2.0259938,3.5750172,2.3862028,3.806607,2.3558702,3.3194292,1.5433515,2.5775485,0.6632676,2.7904232,0.366153,3.0634944,0.38480023,2.6325119,0.36422187,2.4671392,0.6663112,2.680941,1.3886461,2.4994495,1.935469,2.3119366,2.3039522,2.5580263
Wheeze,-465.79916,22.410908,131.72684,24.478523,50.689526,11.622152,29.08063,5.598089,11.429072,10.181021,8.916855,9.166917,12.380513,6.6501937,18.519608,6.6676116,21.715338,6.0804887,19.975002,3.9432168,14.840086,5.294902,7.6379046,6.836543,2.2731385,6.713428,1.9596195,5.7379265,4.0553417,5.3088875,6.415008,4.5510664,7.3091702,4.5876083,7.9450855,5.148084,8.042757,5.0136375,7.678446,3.756648,6.3207035,3.5739655,4.9978967,4.124754,4.1314244,3.6923137,3.8663127,3.3232038,3.4194276,3.3275137,3.117262,3.1952198,3.6991932,3.7846744,3.5451949,4.3263893,2.9981878,3.9932923,1.5001658,4.0299582,0.46393737,4.180439,0.30325937,3.7009645,-0.19420648,3.5382595,-0.59554005,3.9081378,-0.14127012,3.6341753,0.774638,3.5167186,1.1040915,3.2120495,1.4836514,2.8562725,1.9012108,2.5556197,2.9516237,3.1505115
Normal,-478.80823,29.537283,102.035126,18.899797,66.72829,9.676996,42.878498,7.0822697,33.35611,6.342291,28.705496,5.3587966,24.879354,4.4218726,22.492641,4.318457,20.49139,5.3615174,17.352407,5.14331,13.294713,4.2317505,10.079745,5.9010897,8.848172,5.6243134,8.649912,4.1007285,8.235458,3.2515154,7.752885,3.028255,7.400327,3.0519462,6.7089925,3.4212148,5.54925,3.1637132,4.135796,2.8659556,2.6945064,3.093593,1.8564534,3.3095384,2.010949,2.9845128,2.535316,2.382332,2.6114326,2.5800784,2.120962,2.592149,1.4564009,2.6317098,1.1055433,2.7166176,1.1217847,2.6468472,1.229685,2.2674787,1.3391354,2.17656,1.3775355,2.2609377,1.1302917,2.0646443,0.682054,2.2813323,0.45245197,2.3217127,0.6611303,2.0066752,1.1182578,2.0504434,1.4857688,2.1414044,1.6415657,2.4300914,1.7986416,2.486944
Wheeze,-489.80414,34.324165,109.895584,16.294888,62.83727,10.346553,40.100086,5.4426036,32.10894,6.6628127,26.06401,5.8593984,23.514036,4.4362044,22.943705,4.8063445,20.713865,4.8911667,16.766205,4.302233,12.724191,4.3796716,9.689012,4.8958673,7.8576527,4.617438,7.584169,4.3877697,8.556039,3.8684382,9.021426,3.124002,8.197772,3.1076112,6.776432,3.167164,5.175437,3.035887,3.8612244,3.2922106,2.979777,3.5772266,2.3207662,3.604064,2.5138798,3.3037806,3.293187,2.704755,3.3243005,2.5083199,2.5786748,2.2050457,1.7166941,2.2378385,1.2171223,2.3482373,1.1018084,2.252836,1.0290283,2.4763954,1.3567666,2.4521365,2.1854012,2.4636426,2.482729,2.3185205,1.9512298,2.2516983,1.5799662,2.0614548,1.6121099,2.502736,1.4390686,2.7118137,1.2987108,2.3106198,1.5555981,2.14748,1.8903954,1.8629225
Normal,-500.82715,38.397614,107.76827,12.83923,55.469627,10.12197,40.879818,5.216417,34.134857,4.184849,27.009007,3.891753,23.841047,4.2014275,20.793339,4.255081,18.379257,4.3091636,15.890678,3.73497,13.112887,3.937323,11.046993,4.392451,9.261543,4.2058263,8.326788,3.8986099,8.598313,3.1363118,9.071571,2.8109732,8.773631,3.1930583,7.340402,2.7355585,5.673273,2.9840121,4.8647184,3.0111222,4.477215,3.104696,3.805253,2.773091,2.9609928,2.6964483,2.7660365,2.6565425,2.967169,2.8140771,2.5489166,2.5181363,2.1008275,2.6976275,1.9244522,2.6708624,1.4808726,2.4861078,1.5468997,2.468623,1.7790726,2.4755726,1.3921114,2.4655454,1.263344,2.8551898,1.5158023,2.2753706,1.5375853,2.424396,1.4410908,2.4599795,1.2336988,2.292723,1.1924889,2.4165964,1.7485367,2.3274972,2.2675397,2.1865036
Normal,-489.62146,30.039553,90.660484,10.209623,60.228664,9.053663,41.229805,4.8058653,33.22783,3.910187,28.103876,3.9294293,23.73351,3.7212048,21.271646,3.2018583,19.273819,3.0884461,16.588215,3.685204,13.882129,4.1580114,11.745924,4.3298755,9.9922,4.0492887,8.845221,3.24126,8.705634,2.7356493,8.878661,2.6475558,8.367789,2.5965703,7.263715,2.522938,6.1491656,2.2593222,5.1987405,2.2608125,4.4302864,2.3387592,3.981766,2.1971512,3.721096,2.0502112,3.4510348,2.2820754,3.093691,2.2033064,2.768748,2.2385786,2.6523507,2.2926397,2.5471656,2.2800784,2.1457663,2.3124616,1.7215502,2.3665771,1.6417077,2.0692492,1.7955233,2.0650518,1.9376962,2.2030349,1.8596394,2.0391736,1.5787902,2.137851,1.4068357,1.9798179,1.5836229,1.9267364,1.8245127,2.1416762,1.808305,2.1375463,1.8227365,1.9240086
Normal,-479.7031,40.687653,101.9743,16.357067,66.38717,12.810674,43.807827,6.0785217,33.959026,4.6837225,27.761486,5.191962,22.926262,4.9133444,20.012407,4.227283,17.367058,4.001119,14.5063,4.0002093,12.041504,4.2406836,10.164949,4.5236034,9.009167,4.3793707,8.529639,3.7731588,8.202886,3.0496893,7.8254848,2.1584013,7.3719864,2.032603,6.5152435,2.3486862,5.3652577,2.508033,4.5500803,2.624313,4.0246572,2.7004106,3.4683905,2.676601,3.1672149,2.3494332,3.0941796,2.4090254,2.7645938,2.4163303,2.3601959,2.3922706,2.0937347,2.6235604,1.7176085,2.7535348,1.5299453,2.666858,1.7645237,2.6086893,1.8221893,2.1483722,1.5147185,2.1228642,1.341996,2.3778718,1.4509661,2.4241815,1.6716943,2.1863713,1.8344468,2.1421726,1.828194,2.4685898,1.7912432,2.425317,1.8307862,2.4381044,1.9522533,2.3078263
Wheeze,-416.42035,48.605446,114.85825,53.83335,75.13566,24.419056,36.239998,13.993743,12.752056,16.418007,5.3790426,13.47129,7.0991626,11.027668,11.291496,8.013962,15.386158,6.1293178,18.53299,6.3062706,19.742117,7.1825624,18.740128,7.7075286,16.045122,7.863939,12.201813,7.583349,7.7070932,6.251911,3.5271494,5.3063397,0.98578393,5.8761272,0.5362872,6.806663,1.3504436,7.5400143,2.4964888,7.518477,3.7605472,6.6615844,5.1222034,5.0553875,5.9822955,4.7772517,5.506413,5.980796,3.6650882,6.052767,1.4017526,4.4288173,-0.123218015,3.271271,-0.23722151,4.016453,0.92922604,4.926985,2.4857373,5.410091,3.2655568,4.7911263,2.7619987,3.690671,1.7021972,3.6263318,1.3031963,3.3289535,1.9427477,2.4467938,2.8651545,3.2692935,3.1887207,4.069778,2.8407996,3.4911387,2.286938,2.3227446,1.7366687,2.480568
Wheeze,-465.27597,49.57369,110.834816,53.906498,72.595345,26.0073,37.77045,10.289949,15.568277,19.126816,8.0081835,18.844099,9.457175,13.768507,13.575883,8.14684,16.651934,6.4546003,17.995613,7.1676493,17.718212,7.785355,16.176111,8.1828,14.01853,8.0604,11.666284,8.141733,9.02487,8.405215,6.041801,8.18451,3.1509485,7.4703555,1.1453571,6.826262,0.5683304,6.4671474,1.3603126,6.3261147,2.9468606,6.4306736,4.4782023,6.3222675,5.138785,5.8087916,4.5993075,5.0664935,3.2846491,4.2759085,2.126151,3.9954019,1.8313736,4.669592,2.362313,5.518678,3.1115577,5.6356316,3.4811141,4.7346334,3.315986,3.4995904,2.9037073,2.9082475,2.5498178,2.6362069,2.24004,2.5738184,1.7779387,2.7974322,1.1820058,2.884081,0.8219233,2.6957388,1.0278264,2.3787642,1.5876938,2.8238392,1.8906353,3.4172075
